,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
6348,010357.OF,南方阿尔法A,南方基金,招商银行,混合型,20210113,,,20210111,,69.0992,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20210408,20210408,O
6349,010243.OF,平安稳健增长C,平安基金,平安银行,混合型,20210113,,,20201228,,34.6827,1.0,0.15,,1.0,0.01,,中证全债指数收益率*70%+沪深300指数收益率*25%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210412,20210412,O
6350,011099.OF,富国价值创造A,富国基金,中国建设银行,混合型,20210113,,,20210111,,82.9614,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用汇率估值折算)*25%+中债综合全价指数收益率*15%,L,混合型,契约型开放式,,20210315,20210315,O
6351,010552.OF,浙商智选领航三年持有A,浙商基金,招商银行,混合型,20210113,,,20201221,,5.8302,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率*10%,L,混合型,契约型开放式,,20210311,20240115,O
6352,010612.OF,万家战略发展产业C,万家基金,招商银行,混合型,20210113,,,20201221,,10.9555,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20210409,20210409,O
6353,011100.OF,富国价值创造C,富国基金,中国建设银行,混合型,20210113,,,20210111,,7.0386,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用汇率估值折算)*25%+中债综合全价指数收益率*15%,L,混合型,契约型开放式,,20210315,20210315,O
6354,010611.OF,万家战略发展产业A,万家基金,招商银行,混合型,20210113,,,20201221,,23.323,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20210409,20210409,O
6355,010277.OF,嘉实民安添岁稳健养老一年持有,嘉实基金,中国民生银行,混合型,20210113,,,20210111,,50.8295,0.6,0.15,,1.0,0.0001,,中债总财富指数收益率*80%+中证800股票指数收益率*20%,L,混合型,契约型开放式,,20210816,20220113,O
6356,010358.OF,南方阿尔法C,南方基金,招商银行,混合型,20210113,,,20210111,,10.091,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20210408,20210408,O
6357,011228.OF,西部利得量化成长C,西部利得基金,中国农业银行,混合型,20210113,,,,,,1.5,0.1,,1.0,,,中证500指数收益率*75%+同期银行活期存款利率(税后)*25%,L,混合型,契约型开放式,,20210113,20210113,O
6358,010553.OF,浙商智选领航三年持有C,浙商基金,招商银行,混合型,20210113,,,20201221,,0.6667,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率*10%,L,混合型,契约型开放式,,20210311,20240115,O
6359,010392.OF,易方达战略新兴产业C,易方达基金,中国银行,股票型,20210113,,,20210111,,5.9362,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中证港股通综合指数收益率*25%+中债总指数收益率*15%,L,股票型,契约型开放式,,20210324,20210324,O
6360,010900.OF,中欧生益稳健一年持有A,中欧基金,中国建设银行,混合型,20210112,,,20201222,,18.8765,0.7,0.2,,1.0,0.0001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*12%+中证港股通综合指数(人民币)收益率*3%,L,混合型,契约型开放式,,20210312,20220112,O
6361,011045.OF,中银顺泽回报一年持有C,中银基金,浦发银行,混合型,20210112,,,20201231,,8.3038,1.5,0.2,,1.0,0.001,,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20210318,20220112,O
6362,010533.OF,广发恒信一年持有C,广发基金,中信银行,混合型,20210112,,,20210106,,20.269,0.8,0.15,,1.0,0.0001,,中证全债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210218,20220112,O
6363,010532.OF,广发恒信一年持有A,广发基金,中信银行,混合型,20210112,,,20210106,,82.6085,0.8,0.15,,1.0,0.0001,,中证全债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210218,20220112,O
6364,010709.OF,安信医药健康A,安信基金,招商银行,股票型,20210112,,,20210104,,2.3888,1.5,0.25,,1.0,0.0001,,中证医药卫生指数收益率*80%+恒生指数收益率(使用估值汇率折算)*10%+中债总指数(全价)收益率*10%,L,股票型,契约型开放式,,20210409,20210409,O
6365,163418.SZ,兴全合兴,兴证全球基金,兴业银行,混合型,20210112,,20210415,20210106,,79.2003,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,,,E
6366,008735.OF,汇安盛鑫三年定开,汇安基金,徽商银行,债券型,20210112,,,20210104,,40.1,0.3,0.1,,1.0,,,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,L,债券型,契约型开放式,,,,O
6367,009928.OF,工银瑞信聚利18个月定开C,工银瑞信基金,中国邮政储蓄银行,混合型,20210112,,,20201207,,0.8015,0.6,0.2,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20220712,20220712,O
6368,009927.OF,工银瑞信聚利18个月定开A,工银瑞信基金,中国邮政储蓄银行,混合型,20210112,,,20201207,,4.4865,0.6,0.2,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20220712,20220712,O
6369,010994.OF,博时创新经济A,博时基金,浦发银行,混合型,20210112,,,20201225,,7.9158,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,20210412,20210412,O
6370,010879.OF,南方宝升A,南方基金,中国邮政储蓄银行,混合型,20210112,,,20201214,,39.2916,0.8,0.2,,1.0,0.0001,,上证国债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210330,20210330,O
6371,010995.OF,博时创新经济C,博时基金,浦发银行,混合型,20210112,,,20201225,,0.7808,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,20210412,20210412,O
6372,009236.OF,中信建投稳泰一年定开债,中信建投基金,宁波银行,债券型,20210112,,,20210111,,3.1,0.3,0.1,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,20220112,20220112,O
6373,011044.OF,中银顺泽回报一年持有A,中银基金,浦发银行,混合型,20210112,,,20201231,,65.1409,1.5,0.2,,1.0,0.001,,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20210318,20220112,O
6374,010880.OF,南方宝升C,南方基金,中国邮政储蓄银行,混合型,20210112,,,20201214,,11.1765,0.8,0.2,,1.0,0.0001,,上证国债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210330,20210330,O
6375,010710.OF,安信医药健康C,安信基金,招商银行,股票型,20210112,,,20210104,,0.2989,1.5,0.25,,1.0,0.0001,,中证医药卫生指数收益率*80%+恒生指数收益率(使用估值汇率折算)*10%+中债总指数(全价)收益率*10%,L,股票型,契约型开放式,,20210409,20210409,O
6376,010901.OF,中欧生益稳健一年持有C,中欧基金,中国建设银行,混合型,20210112,,,20201222,,2.5061,0.7,0.2,,1.0,0.0001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*12%+中证港股通综合指数(人民币)收益率*3%,L,混合型,契约型开放式,,20210312,20220112,O
6377,011017.OF,鹏扬景明一年持有,鹏扬基金,中国光大银行,混合型,20210112,,,20210104,,50.2572,0.8,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,L,混合型,契约型开放式,,20210409,20220111,O
6378,010379.OF,广发均衡优选A,广发基金,中国农业银行,混合型,20210111,,,20210107,,139.5835,1.5,0.25,,1.0,0.0001,,中证全债指数收益率*50%+沪深300指数收益率*30%+人民币计价的恒生指数收益率*20%,L,混合型,契约型开放式,,20210311,20210311,O
6379,010610.OF,上投摩根远见两年持有期,上投摩根基金,中国银行,混合型,20210111,,,20210106,,59.3869,1.5,0.25,,1.0,0.01,,中证800指数收益率*75%+上证国债指数收益率*15%+中证港股通指数收益率*10%,L,混合型,契约型开放式,,20210208,20230111,O
6380,010192.OF,华夏鼎信C,华夏基金,中信银行,债券型,20210111,,,20201228,,0.0014,0.3,0.1,,1.0,0.0001,,中债综合指数收益率*95%+人民币活期存款利率(税后)*5%,L,债券型,契约型开放式,,20210118,20210118,O
6381,007357.OF,创金合信港股通量化C,创金合信基金,中国工商银行,股票型,20210111,,,20201118,,0.2825,1.5,0.25,,1.0,0.001,,MSCI港股通指数收益率(经估值汇率调整)*90%+银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20210125,20210125,O
6382,011245.OF,中加瑞享纯债C,中加基金,徽商银行,债券型,20210111,,,,,,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20210111,20210111,O
6383,010233.OF,农银汇理金润一年定开债,农银汇理基金,中信银行,债券型,20210111,,,20210107,,20.1027,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20220111,20220111,O
6384,010191.OF,华夏鼎信A,华夏基金,中信银行,债券型,20210111,,,20201228,,40.0088,0.3,0.1,,1.0,0.0001,,中债综合指数收益率*95%+人民币活期存款利率(税后)*5%,L,债券型,契约型开放式,,20210118,20210118,O
6385,007354.OF,创金合信港股通量化A,创金合信基金,中国工商银行,股票型,20210111,,,20201118,,6.8172,1.5,0.25,,1.0,0.001,,MSCI港股通指数收益率(经估值汇率调整)*90%+银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20210125,20210125,O
6386,010380.OF,广发均衡优选C,广发基金,中国农业银行,混合型,20210111,,,20210107,,8.9434,1.5,0.25,,1.0,0.0001,,中证全债指数收益率*50%+沪深300指数收益率*30%+人民币计价的恒生指数收益率*20%,L,混合型,契约型开放式,,20210311,20210311,O
6387,011088.OF,景顺长城景泰恒利一年定开,景顺长城基金,中信银行,债券型,20210108,,,20210107,,30.1,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20220110,20220110,O
6388,010730.OF,银华心佳两年持有期,银华基金,招商银行,混合型,20210108,,,20210105,,135.0832,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20210407,,O
6389,010895.OF,鹏华汇智优选C,鹏华基金,中国银行,混合型,20210108,,,20210104,,5.8361,1.5,0.25,,1.0,0.0001,,中证800指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率*20%(经汇率估值调整),L,混合型,契约型开放式,,20210407,20210407,O
6390,010821.OF,东方红多元策略B,东证资管,中国工商银行,混合型,20210108,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率估值调整)*10%,L,混合型,契约型开放式,,20210108,20210108,O
6391,010717.OF,前海开源优质企业6个月持有A,前海开源基金,中国工商银行,混合型,20210108,,,20210106,,88.7231,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+恒生指数收益率*15%+银行活期存款利率(税后)*15%,L,混合型,契约型开放式,,20210308,20210708,O
6392,010894.OF,鹏华汇智优选A,鹏华基金,中国银行,混合型,20210108,,,20210104,,113.029,1.5,0.25,,1.0,0.0001,,中证800指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率*20%(经汇率估值调整),L,混合型,契约型开放式,,20210407,20210407,O
6393,011063.OF,国寿安保鑫钱包B,国寿安保基金,广发银行,货币市场型,20210108,,,,,,0.3,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20210108,20210108,O
6394,010839.OF,易方达瑞安A,易方达基金,上海银行,混合型,20210108,,,20210107,,0.1447,0.6,0.1,,1.0,0.0001,,中债新综合指数(财富)收益率*60%+沪深300指数收益率*35%+中证港股通综合指数收益率*5%,L,灵活配置型,契约型开放式,,20210112,20210112,O
6395,011183.OF,广发内需增长C,广发基金,中国建设银行,混合型,20210108,,,,,,1.5,0.25,,1.0,,,沪深300指数*55%+中证全债指数*45%,L,灵活配置型,契约型开放式,,20210108,20210108,O
6396,010840.OF,易方达瑞安C,易方达基金,上海银行,混合型,20210108,,,20210107,,0.0171,0.6,0.1,,1.0,0.0001,,中债新综合指数(财富)收益率*60%+沪深300指数收益率*35%+中证港股通综合指数收益率*5%,L,灵活配置型,契约型开放式,,20210112,20210112,O
6397,010718.OF,前海开源优质企业6个月持有C,前海开源基金,中国工商银行,混合型,20210108,,,20210106,,11.2769,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+恒生指数收益率*15%+银行活期存款利率(税后)*15%,L,混合型,契约型开放式,,20210308,20210708,O
6398,010446.OF,国泰金福三个月定开,国泰基金,兴业银行,混合型,20210107,,,20201022,,10.1,0.9,0.05,,1.0,,,沪深300指数收益率*90%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20210407,20210407,O
6399,010337.OF,中欧悦享生活C,中欧基金,中国建设银行,混合型,20210107,,,20210104,,2.1442,1.5,0.25,,1.0,0.0001,,中证消费服务领先指数收益率*60%+中证香港300消费指数收益率*20%+银行活期存款利率*20%,L,混合型,契约型开放式,,20210308,20210308,O
6400,010336.OF,中欧悦享生活A,中欧基金,中国建设银行,混合型,20210107,,,20210104,,76.9856,1.5,0.25,,1.0,0.0001,,中证消费服务领先指数收益率*60%+中证香港300消费指数收益率*20%+银行活期存款利率*20%,L,混合型,契约型开放式,,20210308,20210308,O
6401,515400.SH,大数据ETF,富国基金,中信证券,股票型,20210107,,20210120,20201201,,5.3063,0.5,0.1,,1.0,0.1,,中证大数据产业指数收益率,L,被动指数型,契约型开放式,,20210120,20210120,E
6402,011130.OF,广发兴诚C,广发基金,兴业银行,混合型,20210106,,,20210104,,70.911,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生指数收益率*15%,L,混合型,契约型开放式,,20210308,20210308,O
6403,011172.OF,广发利鑫C,广发基金,兴业银行,混合型,20210106,,,,,,1.5,0.2,,1.0,,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20210106,20210106,O
6404,010472.OF,易方达年年恒实纯债一年定开C,易方达基金,招商银行,债券型,20210106,,,20201221,,0.007,0.3,0.05,,1.0,0.0001,,中债信用债总财富(1年以下)指数收益率,L,债券型,契约型开放式,,20211206,20211206,O
6405,010742.OF,南方宁悦一年持有A,南方基金,宁波银行,混合型,20210106,,,20201221,,49.7411,0.7,0.15,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210305,20220106,O
6406,010348.OF,景顺长城泰保三个月定开,景顺长城基金,上海银行,混合型,20210106,,,20201013,,10.1004,0.9,0.05,,1.0,,,沪深300指数收益率*90%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20210406,20210406,O
6407,010743.OF,南方宁悦一年持有C,南方基金,宁波银行,混合型,20210106,,,20201221,,3.7807,0.7,0.15,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210305,20220106,O
6408,011062.OF,广发7-10年国开行E,广发基金,宁波银行,债券型,20210106,,,,,,0.15,0.05,,1.0,,,中债-7-10年期国开行债券指数收益率,L,被动指数型,契约型开放式,,20210106,20210106,O
